Tower No,Tower Type,Tower Type(T/S),Tower Hight (Mtrs),Span Between Tower No.,Span Length (Mtrs),Footing Resistance of Tower (ohms),Ground Elevation/ M,Horizontal Angle(˚),Longitude,Latitude,"Condition of    Tower  (Missing  parts,broken,etc)","Condition of Earht wire (Missing,Broken etc)",Crossing Objects,,Condition of Area (Plain/Hilly/Forest/Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
T.NO 95,T,DD,28,94-95,223.27113561766106,8.94,340,"94°8'56""",77.45188888888889,11.036777777777777,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45188888888889 11.036777777777777, 77.45175 11.038027777777778)"
T.NO 96,T,DD,28,95-96,140.03570973148243,6.81,343,"37°29'50""",77.45175,11.038027777777778,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45175 11.038027777777778, 77.45291666666667 11.039944444444444)"
T.NO 97,T,DB,24,96-97,246.10770000144245,6.67,341,"2°53'24""",77.45291666666667,11.039944444444444,GOOD,GOOD,2nos LT,TAAR ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45291666666667 11.039944444444444, 77.45438888888889 11.04213888888889)"
T.NO 98,S,DA,26,97-98,291.49614062625255,5.73,335,"0°0'0""",77.45438888888889,11.04213888888889,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45438888888889 11.04213888888889, 77.4555 11.043694444444444)"
T.NO 99,S,DA,26,98-99,212.4547010541306,8.98,332,"0°0'0""",77.4555,11.043694444444444,GOOD,GOOD,NIL,POND,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4555 11.043694444444444, 77.45672222222223 11.045555555555556)"
T.NO 100,T,DB,24,99-100,246.04471138392714,7.84,328,"6°33'0""",77.45672222222223,11.045555555555556,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45672222222223 11.045555555555556, 77.45769444444444 11.047444444444444)"
T.NO 101,S,DA+6,32,100-101,232.1077336066164,6.89,333,"0°0'0""",77.45769444444444,11.047444444444444,GOOD,GOOD,NIL,DRAIN,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45769444444444 11.047444444444444, 77.45869444444445 11.049277777777778)"
T.NO 102,S,DA,26,101-102,232.13142829009604,2.82,330,"0°0'0""",77.45869444444445,11.049277777777778,GOOD,GOOD,LT,TAAR ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45869444444445 11.049277777777778, 77.45966666666666 11.05113888888889)"
T.NO 103,S,DA,26,102-103,229.42101037176172,7.25,320,"0°0'0""",77.45966666666666,11.05113888888889,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45966666666666 11.05113888888889, 77.46066666666667 11.053111111111113)"
T.NO 104,T,DC,26,103-104,246.86230980042296,5.45,322,"23°21'40""",77.46066666666667,11.053111111111113,GOOD,GOOD,HT,MUD ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46066666666667 11.053111111111113, 77.46083333333334 11.055444444444445)"
T.NO 105,S,DA,26,104-105,258.49564793241683,3.75,324,"0°0'0""",77.46083333333334,11.055444444444445,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46083333333334 11.055444444444445, 77.46102777777779 11.058055555555557)"
T.NO 106,S,DA,26,105-106,290.6217472936256,6.15,326,"0°0'0""",77.46102777777779,11.058055555555557,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46102777777779 11.058055555555557, 77.46122222222222 11.06063888888889)"
T.NO 107,T,DD,28,106-107,285.44876948412303,4.37,319,"59°13'41""",77.46122222222222,11.06063888888889,GOOD,GOOD,NIL,MUD ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46122222222222 11.06063888888889, 77.45977777777777 11.061611111111112)"
T.NO 108,T,DC,26,107-108,189.99473676920633,4.57,314,"29°45'45""",77.45977777777777,11.061611111111112,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45977777777777 11.061611111111112, 77.45841666666666 11.064444444444446)"
T.NO 109,S,DA,26,108-109,346.6193878016635,6.35,310,"0°0'0""",77.45841666666666,11.064444444444446,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45841666666666 11.064444444444446, 77.45727777777778 11.066805555555556)"
T.NO 110,T,DD,28,109-110,290.69743720920553,5.8,303,"35°7'44""",77.45727777777778,11.066805555555556,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45727777777778 11.066805555555556, 77.45544444444445 11.067833333333333)"
T.NO 111,T,DD,28,110-111,229.61271741782946,3.1,301,"76°11'54""",77.45544444444445,11.067833333333333,GOOD,GOOD,LT,DRAIN,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45544444444445 11.067833333333333, 77.45611111111111 11.070194444444445)"
T.NO 112,T,DB,24,111-112,272.41512439657237,5.63,301,"10°21'21""",77.45611111111111,11.070194444444445,GOOD,GOOD,NIL,"DRAIN,MUD ROAD",PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45611111111111 11.070194444444445, 77.45666666666666 11.071333333333333)"
T.NO 113,T,DD,28,112-113,139.5564401953561,3.45,298,"34°26'9""",77.45666666666666,11.071333333333333,GOOD,GOOD,"LT,HT",NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45666666666666 11.071333333333333, 77.45641666666667 11.073055555555555)"
T.NO 114,T,DD,28,113-114,192.35384061671346,6.37,299,"34°21'9""",77.45641666666667,11.073055555555555,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45641666666667 11.073055555555555, 77.45769444444444 11.075694444444444)"
T.NO 115,T,DB,24,114-115,324.29924452579286,8.15,295,"2°1'40""",77.45769444444444,11.075694444444444,GOOD,GOOD,LT,"MUD ROAD,TAAR ROAD",PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45769444444444 11.075694444444444, 77.45861111111111 11.077388888888889)"
T.NO 116,T,DB,24,115-116,212.8966885604377,6.3,294,"10°28'3""",77.45861111111111,11.077388888888889,GOOD,GOOD,NIL,"DRAIN,TAAR ROAD",PLAIN,KANGEYAM ROAD.(RANGAPALAYAM VILLAGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45861111111111 11.077388888888889, 77.45925 11.078194444444444)"
T.NO 117,T,DB,24,116-117,114.0175425099138,7.86,293,"9°15'52""",77.45925,11.078194444444444,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45925 11.078194444444444, 77.46008333333333 11.079694444444444)"
T.NO 118,T,DB,24,117-118,187.94946129212502,7.3,299,"4°27'37""",77.46008333333333,11.079694444444444,GOOD,GOOD,NIL,NIL,WATER LOGGED,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46008333333333 11.079694444444444, 77.46061111111112 11.080472222222221)"
T.NO 119,T,DB,24,118-119,102.62553288534,3.4,304,"7°36'26""",77.46061111111112,11.080472222222221,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46061111111112 11.080472222222221, 77.46136111111112 11.081972222222221)"
T.NO 120,T,DB,24,119-120,186.07525359380813,4.8,290,"4°50'22""",77.46136111111112,11.081972222222221,GOOD,GOOD,NIL,NIL,WATER LOGGED,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46136111111112 11.081972222222221, 77.46219444444445 11.083361111111111)"
T.NO 121,T,DB,24,120-121,178.3704011320264,2.7,289,"6°4'54""",77.46219444444445,11.083361111111111,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46219444444445 11.083361111111111, 77.46322222222223 11.084722222222222)"
T.NO 122,T,DC,26,121-122,188.80677953929515,3.4,291,"25°7'12""",77.46322222222223,11.084722222222222,GOOD,GOOD,LT,NIL,WATER LOGGED,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46322222222223 11.084722222222222, 77.46419444444444 11.085222222222223)"
T.NO 123,T,DC,26,122-123,119.47384651043926,6.7,290,"28°37'16""",77.46419444444444,11.085222222222223,GOOD,GOOD,NIL,NIL,WATER LOGGED,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46419444444444 11.085222222222223, 77.46575 11.087611111111112)"
T.NO 124,S,DA,26,123-124,313.23154374998694,4.5,289,"0°0'0""",77.46575,11.087611111111112,GOOD,GOOD,LT,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46575 11.087611111111112, 77.46677777777778 11.089083333333335)"
T.NO 125,T,DC,26,124-125,198.8617610301186,4.9,287,"19°11'35""",77.46677777777778,11.089083333333335,GOOD,GOOD,NIL,TAAR ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46677777777778 11.089083333333335, 77.46730555555555 11.091194444444445)"
T.NO 126,T,DC,26,125-126,240.8422720371156,2.3,287,"17°45'18""",77.46730555555555,11.091194444444445,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46730555555555 11.091194444444445, 77.46719444444444 11.093)"
T.NO 127,T,DD,28,126-127,197.4968354176846,8.3,290,"33°56'11""",77.46719444444444,11.093,GOOD,GOOD,NIL,MUD ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46719444444444 11.093, 77.46586111111111 11.094750000000001)"
T.NO 128,S,DA,26,127-128,243.82370680473218,7.4,298,"0°0'0""",77.46586111111111,11.094750000000001,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46586111111111 11.094750000000001, 77.46408333333333 11.096972222222222)"
T.NO 129,T,DB,24,128-129,313.29219588109754,8.5,295,"5°51'20""",77.46408333333333,11.096972222222222,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46408333333333 11.096972222222222, 77.46208333333334 11.099083333333335)"
T.NO 130,T,DD,28,129-130,318.9686504971923,6.8,298,"32°50'34""",77.46208333333334,11.099083333333335,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46208333333334 11.099083333333335, 77.45983333333334 11.09961111111111)"
T.NO 131,S,DA,26,130-131,253.9488137400921,9.6,300,"0°0'0""",77.45983333333334,11.09961111111111,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45983333333334 11.09961111111111, 77.45722222222223 11.100249999999999)"
T.NO 132,T,DB,24,131-132,293.7430850249925,2.9,300,"11°9'54""",77.45722222222223,11.100249999999999,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45722222222223 11.100249999999999, 77.45538888888889 11.101083333333333)"
T.NO 133,T,DB,24,132-133,219.72937900972642,4.6,301,"4°8'42""",77.45538888888889,11.101083333333333,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45538888888889 11.101083333333333, 77.45369444444445 11.102027777777778)"
T.NO 134,T,DB,24,133-134,213.00938946440834,3.4,299,"6°14'25""",77.45369444444445,11.102027777777778,GOOD,GOOD,LT,MUD ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45369444444445 11.102027777777778, 77.45191666666668 11.103277777777777)"
T.NO 135,S,DA,26,134-135,240.52650581588716,3.77,295,"0°0'0""",77.45191666666668,11.103277777777777,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45191666666668 11.103277777777777, 77.45022222222222 11.104444444444445)"
T.NO 136,T,DD,28,135-136,224.96444163467257,3.9,287,"46°25'12""",77.45022222222222,11.104444444444445,GOOD,GOOD,NIL,MUD ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45022222222222 11.104444444444445, 77.44988888888889 11.10675)"
T.NO 137,T,DD+6,34,136-137,256.9766526359934,2.67,281,"40°13'0""",77.44988888888889,11.10675,GOOD,GOOD,LT,DRAIN,WATER LOGGED,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44988888888889 11.10675, 77.45125 11.108916666666666)"
T.NO 138,T,DC,26,137-138,281.44093518889537,5.15,279,"17°50'53""",77.45125,11.108916666666666,GOOD,GOOD,LT,"MUD ROAD,TAAR ROAD",PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45125 11.108916666666666, 77.45261111111111 11.110055555555554)"
T.NO 139,T,DD+6,34,138-139,196.4306493396588,3.84,277,"53°49'12""",77.45261111111111,11.110055555555554,GOOD,GOOD,NIL,DRAIN,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45261111111111 11.110055555555554, 77.4525 11.111888888888888)"
T.NO 140,T,DB,24,139-140,204.6264889988586,4.37,273,"6°37'21""",77.4525,11.111888888888888,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4525 11.111888888888888, 77.45222222222222 11.113388888888888)"
T.NO 141,T,DB+6,30,140-141,166.1114083980989,2.77,274,"9°56'33""",77.45222222222222,11.113388888888888,GOOD,GOOD,LT,DRAIN,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45222222222222 11.113388888888888, 77.45219444444444 11.11561111111111)"
T.NO 142,T,DC+6,32,141-142,246.05080776132397,4.5,272,"19°44'31""",77.45219444444444,11.11561111111111,GOOD,GOOD,NIL,DRAIN,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45219444444444 11.11561111111111, 77.45294444444444 11.117777777777778)"
T.NO 143,T,DC+6,32,142-143,254.24791051255465,8.37,274,"22°31'45""",77.45294444444444,11.117777777777778,GOOD,GOOD,LT,DRAIN,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45294444444444 11.117777777777778, 77.45277777777778 11.12052777777778)"
T.NO 144,T,DD,28,143-144,304.7244657063164,6.45,269,"79°6'40""",77.45277777777778,11.12052777777778,GOOD,GOOD,LT,TAAR ROAD,WATER LOGGED,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45277777777778 11.12052777777778, 77.4503611111111 11.120833333333334)"
T.NO 145,T,DB+9,33,144-145,264.9396157617807,2.35,268,"11°12'14""",77.4503611111111,11.120833333333334,GOOD,GOOD,NIL,RIVER,WATER LOGGED,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4503611111111 11.120833333333334, 77.44769444444445 11.121722222222223)"
T.NO 146,T,DB,24,145-146,308.3261260418909,4.82,271,"3°58'14""",77.44769444444445,11.121722222222223,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44769444444445 11.121722222222223, 77.44494444444445 11.122416666666668)"
T.NO 147,T,DB,24,146-147,310.446452709642,1.67,268,"11°25'17""",77.44494444444445,11.122416666666668,GOOD,GOOD,NIL,NIL,WATER LOGGED,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44494444444445 11.122416666666668, 77.44322222222223 11.12325)"
T.NO 148,T,DB,24,147-148,210.66798522794107,5.6,271,"2°24'19""",77.44322222222223,11.12325,GOOD,GOOD,NIL,NIL,WATER LOGGED,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44322222222223 11.12325, 77.44105555555556 11.124416666666667)"
T.NO 149,T,DB,24,148-149,268.41199675126296,3.45,265,"0°31'50""",77.44105555555556,11.124416666666667,GOOD,GOOD,NIL,NIL,WATER LOGGED,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44105555555556 11.124416666666667, 77.43900000000001 11.1255)"
T.NO 150,T,DC,26,149-150,255.8378392654222,2.74,271,"16°57'41""",77.43900000000001,11.1255,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.43900000000001 11.1255, 77.43761111111111 11.125777777777778)"
T.NO 151,T,DB,24,150-151,153.57408635573907,3.35,269,"5°46'22""",77.43761111111111,11.125777777777778,GOOD,GOOD,NIL,NIL,WATER LOGGED,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.43761111111111 11.125777777777778, 77.43533333333333 11.126444444444445)"
T.NO 152,T,DC,26,151-152,260.4400122868988,2.75,270,"18°20'39""",77.43533333333333,11.126444444444445,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.43533333333333 11.126444444444445, 77.43355555555556 11.12638888888889)"
T.NO 153,T,DC,26,152-153,194.12624758130983,5.47,270,"17°41'19""",77.43355555555556,11.12638888888889,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.43355555555556 11.12638888888889, 77.43161111111111 11.126944444444446)"
T.NO 154,T,DC,26,153-154,219.09358730916796,2.25,266,"25°43'3""",77.43161111111111,11.126944444444446,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.43161111111111 11.126944444444446, 77.43091666666668 11.127500000000001)"
T.NO 155,S,DA,26,154-155,100.42410069301094,6.1,269,"0°0'0""",77.43091666666668,11.127500000000001,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.43091666666668 11.127500000000001, 77.43019444444445 11.128222222222222)"
T.NO 156,T,DB,24,155-156,110.3177229641729,0.9,269,"13°51'55""",77.43019444444445,11.128222222222222,GOOD,GOOD,NIL,TAAR ROAD,WATER LOGGED,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.43019444444445 11.128222222222222, 77.4281388888889 11.129277777777778)"
T.NO 157,T,DD,28,156-157,253.60205046489668,3.74,272,"33°12'54""",77.4281388888889,11.129277777777778,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4281388888889 11.129277777777778, 77.42641666666667 11.129138888888889)"
T.NO 158,T,DC,26,157-158,189.952625672824,2.07,279,"20°23'1""",77.42641666666667,11.129138888888889,GOOD,GOOD,NIL,NN,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.42641666666667 11.129138888888889, 77.424 11.128)"
T.NO 159,T,DD,28,158-159,290.69743720920553,4.51,276,"39°20'48""",77.424,11.128,GOOD,GOOD,NIL,TAAR ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.424 11.128, 77.42083333333333 11.12875)"
T.NO 160,T,DB,24,159-160,358.50383540486706,3.76,277,"9°24'29""",77.42083333333333,11.12875,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.42083333333333 11.12875, 77.41836111111111 11.128944444444445)"
T.NO 161,T,DB,24,160-161,270.5993348107123,6.07,277,"8°46'7""",77.41836111111111,11.128944444444445,GOOD,GOOD,"LT,HT",NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41836111111111 11.128944444444445, 77.4153888888889 11.128722222222223)"
T.NO 161/A,T,DB,24,161-161/A,324.211350819184,7.37,278,"11°49'10""",77.4153888888889,11.128722222222223,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4153888888889 11.128722222222223, 77.41280555555556 11.127972222222223)"
T.NO 162,T,DD,28,161/A-162,294.5318318959769,7.02,279,"34°33'59""",77.41280555555556,11.127972222222223,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41280555555556 11.127972222222223, 77.41266666666667 11.127944444444445)"
T.NO 163,T,DP,15,162-163,14.560219778561036,NA,279,"100°37'11""",77.41266666666667,11.127944444444445,GOOD,NOT PROVIDED,NIL,NIL,PLAIN,EARTH RESISTANCE NOT MEASURED AS OPGW CABLE WILL NOT BE LAID IN DP STRUCTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41266666666667 11.127944444444445, 77.41247222222223 11.12786111111111)"
T.NO 164 MUDHALIPALAYAM LILO,T,DD,28,163DP2-164,24.596747752497688,5.78,278,"123°35'16""",77.41247222222223,11.12786111111111,GOOD,GOOD,NIL,NIL,PLAIN,MUDHALIPALAYAM LILO.NEED 3WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41247222222223 11.12786111111111, 77.41263888888889 11.129111111111111)"
T.NO 165,T,DC+9,35,164-165,139.04315876734103,2.67,279,"23°46'0""",77.41263888888889,11.129111111111111,GOOD,GOOD,N ,RIVER,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41263888888889 11.129111111111111, 77.412 11.13125)"
T.NO 166,T,DD,28,165-166,246.44877763949248,3.76,281,"41°27'40""",77.412,11.13125,GOOD,GOOD,"LT,HT",MUD ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.412 11.13125, 77.41252777777778 11.13238888888889)"
T.NO 167,T,DC,26,166-167,138.70832707519762,4.36,282,"17°48'2""",77.41252777777778,11.13238888888889,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41252777777778 11.13238888888889, 77.4128888888889 11.134833333333333)"
T.NO 168,S,DA,26,167-168,275.234445518725,5.68,284,"0°0'0""",77.4128888888889,11.134833333333333,GOOD,GOOD,LT,TAAR ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4128888888889 11.134833333333333, 77.41325 11.137888888888888)"
T.NO 169,T,DB,24,168-169,339.24917096435183,5.84,281,"5°2'35""",77.41325,11.137888888888888,GOOD,GOOD,NIL,TAAR ROAD,PLAIN,TIRUPPUR - UTHUKULI ROAD(AGRAHARAPERIYAALAYAM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41325 11.137888888888888, 77.41377777777778 11.140305555555555)"
T.NO 170,S,DA,26,169-170,273.38617375427015,7.08,281,"0°0'0""",77.41377777777778,11.140305555555555,GOOD,GOOD,2nos LT,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41377777777778 11.140305555555555, 77.41441666666667 11.142972222222221)"
T.NO 171,S,DA,26,170-171,304.4634625041238,7.84,285,"0°0'0""",77.41441666666667,11.142972222222221,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41441666666667 11.142972222222221, 77.415 11.145666666666667)"
T.NO 172,S,DA,26,171-172,304.58660508958695,8.94,286,"0°0'0""",77.415,11.145666666666667,GOOD,GOOD,"HT,LT",MUD ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.415 11.145666666666667, 77.41552777777778 11.14811111111111)"
T.NO 173,T,DD,28,172-173,275.74626017409554,8.15,288,"31°57'6""",77.41552777777778,11.14811111111111,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41552777777778 11.14811111111111, 77.41475000000001 11.15025)"
T.NO 174,S,DA,26,173-174,253.16002844051033,9.97,291,"0°0'0""",77.41475000000001,11.15025,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41475000000001 11.15025, 77.41380555555556 11.152972222222223)"
T.NO 175,T,DB+12,36,174-175,317.2333525971063,6.96,294,"0°0'31""",77.41380555555556,11.152972222222223,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41380555555556 11.152972222222223, 77.41330555555557 11.154361111111111)"
T.NO 176,T,DB+12,36,175-176,163.86579875007476,3.24,295,"6°43'43""",77.41330555555557,11.154361111111111,GOOD,GOOD,NIL,ELECT-RAILWAY TRACK,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41330555555557 11.154361111111111, 77.41277777777778 11.156611111111111)"
T.NO 177,S,DA,26,176-177,256.6398254363496,7.4,294,"0°0'0""",77.41277777777778,11.156611111111111,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41277777777778 11.156611111111111, 77.41230555555556 11.15863888888889)"
T.NO 178,S,DA,26,177-178,228.23890991677996,3.8,300,"0°0'0""",77.41230555555556,11.15863888888889,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.41230555555556 11.15863888888889, 77.41186111111112 11.16061111111111)"
